tool,strain,length,flag,position,threshold,cov,n
delly,LP_J,70698,TN,22651693,100,32,2
delly,LP_J,35773,TN,23510748,100,32,2
delly,LP_J,70958,TN,23548416,100,32,2
delly,LP_J,64488,TN,25830329,100,32,2
delly,LP_J,304680,TN,25932708,100,32,2
delly,LP_J,26100,TN,26243810,100,32,2
delly,LP_J,19839,TN,26270425,100,32,2
delly,LP_J,48455,TN,26344061,100,32,2
delly,LP_J,13909,TN,28685432,100,32,2
delly,LP_J,117767,TN,28699549,100,32,2
delly,LP_J,40628,TN,28889330,100,32,2
delly,LP_J,6660,TN,29984049,100,32,2
delly,LP_J,30812,TN,30597660,100,32,2
delly,LP_J,189212,TN,30662271,100,32,2
delly,LP_J,14614,TN,31534314,100,32,2
delly,LP_J,1253,TN,31836381,100,32,2
delly,LP_J,7248,TN,31841943,100,32,2
delly,LP_J,53604,TN,31943824,100,32,2
delly,LP_J,35429,TN,31997959,100,32,2
delly,LP_J,163416,TN,32039761,100,32,2
delly,LP_J,8562,TN,32448967,100,32,2
delly,LP_J,105348,TN,37481354,100,32,2
delly,LP_J,22145,TN,37595291,100,32,2
delly,LP_J,537,TN,38021221,100,32,2
delly,LP_J,7115,TN,38021993,100,32,2
delly,LP_J,134893,TN,38080313,100,32,2
delly,LP_J,35991,TN,38952334,100,32,2
delly,LP_J,7964,TN,38988542,100,32,2
delly,LP_J,17567,TN,38996623,100,32,2
delly,LP_J,7375,TN,39135425,100,32,2
delly,LP_J,2651,TN,39143009,100,32,2
delly,LP_J,4110,TN,39388326,100,32,2
delly,LP_J,13783,TN,39398659,100,32,2
delly,LP_J,758,TN,39419838,100,32,2
delly,LP_J,906,TN,39516788,100,32,2
delly,LP_J,12918,TN,39524272,100,32,2
delly,LP_J,7132,TN,39684462,100,32,2
delly,LP_J,28584,TN,39695324,100,32,2
delly,LP_J,1898,TN,40018476,100,32,2
delly,LP_J,5220,TN,40096357,100,32,2
delly,LP_J,298402,TN,40624625,100,32,2
delly,LP_J,6406,TN,40923255,100,32,2
delly,LP_J,276261,TN,41094725,100,32,2
delly,LP_J,22667,TN,41371053,100,32,2
delly,LP_J,35417,TN,41489848,100,32,2
delly,LP_J,120960,TN,41526989,100,32,2
delly,LP_J,6828,TN,41929608,100,32,2
delly,LP_J,122903,TN,41936644,100,32,2
delly,LP_J,34697,TN,42963720,100,32,2
delly,LP_J,13930,TN,43005071,100,32,2
delly,LP_J,26953,TN,43020087,100,32,2
delly,LP_J,63432,TN,43081575,100,32,2
delly,LP_J,93888,TN,43145210,100,32,2
delly,LP_J,5024,TN,45214604,100,32,2
delly,LP_J,70564,TN,45759315,100,32,2
delly,LP_J,84787,TN,45830088,100,32,2
delly,LP_J,70757,TN,45915082,100,32,2
delly,LP_J,62676,TN,45986040,100,32,2
delly,LP_J,22370,TN,46523079,100,32,2
delly,LP_J,1544,TN,47156663,100,32,2
delly,LP_J,23429,TN,47950034,100,32,2
delly,LP_J,41032,TN,48054709,100,32,2
delly,LP_J,1244,TN,48433976,100,32,2
delly,LP_J,63178,TN,50114443,100,32,2
delly,LP_J,25297,TN,50601975,100,32,2
delly,LP_J,6004,TN,50629270,100,32,2
delly,LP_J,39571,TN,50756175,100,32,2
delly,LP_J,8945,TN,50875260,100,32,2
delly,LP_J,15294,TN,50892407,100,32,2
delly,LP_J,16144,TN,51092377,100,32,2
delly,LP_J,85232,TN,51115167,100,32,2
delly,LP_J,42790,TN,51906344,100,32,2
delly,LP_J,2304,TN,51955758,100,32,2
delly,LP_J,4312,TN,52035269,100,32,2
delly,LP_J,175702,TN,52039787,100,32,2
delly,LP_J,414909,TN,52309671,100,32,2
delly,LP_J,14236,TN,52971314,100,32,2
delly,LP_J,45804,TN,57126166,100,32,2
delly,LP_J,41950,TN,57172071,100,32,2
delly,LP_J,7980,TN,59213903,100,32,2
delly,LP_J,196979,TN,59224791,100,32,2
delly,LP_J,61748,TN,59531560,100,32,2
delly,LP_J,51651,TN,59610508,100,32,2
delly,LP_J,46738,TN,59767313,100,32,2
delly,LP_J,4831,TN,59820238,100,32,2
delly,LP_J,18865,TN,59999850,100,32,2
delly,LP_J,31230,TN,60024961,100,32,2
delly,LP_J,13292,TN,60056828,100,32,2
delly,LP_J,18026,TN,60291264,100,32,2
delly,LP_J,12884,TN,60572961,100,32,2
delly,LP_J,30883,TN,60586060,100,32,2
delly,LP_J,13625,TN,60627610,100,32,2
delly,LP_J,1424,TN,60642339,100,32,2
delly,LP_J,3051,TN,60654031,100,32,2
delly,LP_J,39447,TN,60704766,100,32,2
delly,LP_J,15192,TN,60813645,100,32,2
delly,LP_J,875,TN,61025787,100,32,2
delly,LP_J,153677,TN,21982416,10,32,10
delly,LP_J,64500,TN,25830329,10,32,10
delly,LP_J,14614,TN,31534314,10,32,10
delly,LP_J,906,TN,39516788,10,32,10
delly,LP_J,12918,TN,39524272,10,32,10
delly,LP_J,28590,TN,39695318,10,32,10
delly,LP_J,5220,TN,40096357,10,32,10
delly,LP_J,298402,TN,40624625,10,32,10
delly,LP_J,6406,TN,40923255,10,32,10
delly,LP_J,13930,TN,43005071,10,32,10
delly,LP_J,84787,TN,45830088,10,32,10
delly,LP_J,85232,TN,51115167,10,32,10
delly,LP_J,13292,TN,60056828,10,32,10
delly,LP_J,1424,TN,60642339,10,32,10
delly,LP_J,153677,TN,21982416,10,32,2
delly,LP_J,117383,TN,22136601,10,32,2
delly,LP_J,304680,TN,25932708,10,32,2
delly,LP_J,14614,TN,31534314,10,32,2
delly,LP_J,758,TN,39419838,10,32,2
delly,LP_J,906,TN,39516788,10,32,2
delly,LP_J,12918,TN,39524272,10,32,2
delly,LP_J,28584,TN,39695324,10,32,2
delly,LP_J,5220,TN,40096357,10,32,2
delly,LP_J,298402,TN,40624625,10,32,2
delly,LP_J,6406,TN,40923255,10,32,2
delly,LP_J,13930,TN,43005071,10,32,2
delly,LP_J,84787,TN,45830088,10,32,2
delly,LP_J,85232,TN,51115167,10,32,2
delly,LP_J,61748,TN,59531560,10,32,2
delly,LP_J,51651,TN,59610508,10,32,2
delly,LP_J,13292,TN,60056828,10,32,2
delly,LP_J,1424,TN,60642339,10,32,2
delly,LP_J,153677,TN,21982416,10,32,7
delly,LP_J,117383,TN,22136601,10,32,7
delly,LP_J,64500,TN,25830329,10,32,7
delly,LP_J,304680,TN,25932708,10,32,7
delly,LP_J,14614,TN,31534314,10,32,7
delly,LP_J,758,TN,39419838,10,32,7
delly,LP_J,12918,TN,39524272,10,32,7
delly,LP_J,28591,TN,39695317,10,32,7
delly,LP_J,5220,TN,40096357,10,32,7
delly,LP_J,298402,TN,40624625,10,32,7
delly,LP_J,6406,TN,40923255,10,32,7
delly,LP_J,13929,TN,43005071,10,32,7
delly,LP_J,84787,TN,45830088,10,32,7
delly,LP_J,14934,TN,50848527,10,32,7
delly,LP_J,85227,TN,51115167,10,32,7
delly,LP_J,13292,TN,60056828,10,32,7
delly,LP_J,18117,TN,60291173,10,32,7
delly,LP_J,1424,TN,60642339,10,32,7
delly,LP_J,153677,TN,21982416,10,32,8
delly,LP_J,117383,TN,22136601,10,32,8
delly,LP_J,64500,TN,25830329,10,32,8
delly,LP_J,304680,TN,25932708,10,32,8
delly,LP_J,14614,TN,31534314,10,32,8
delly,LP_J,758,TN,39419838,10,32,8
delly,LP_J,906,TN,39516788,10,32,8
delly,LP_J,12918,TN,39524272,10,32,8
delly,LP_J,28591,TN,39695317,10,32,8
delly,LP_J,298402,TN,40624625,10,32,8
delly,LP_J,6406,TN,40923255,10,32,8
delly,LP_J,13930,TN,43005071,10,32,8
delly,LP_J,68400,TN,45219830,10,32,8
delly,LP_J,84787,TN,45830088,10,32,8
delly,LP_J,14934,TN,50848527,10,32,8
delly,LP_J,85232,TN,51115167,10,32,8
delly,LP_J,13292,TN,60056828,10,32,8
delly,LP_J,18117,TN,60291173,10,32,8
delly,LP_J,1424,TN,60642339,10,32,8
delly,LP_J,153677,TN,21982416,10,32,9
delly,LP_J,117383,TN,22136601,10,32,9
delly,LP_J,64500,TN,25830329,10,32,9
delly,LP_J,304680,TN,25932708,10,32,9
delly,LP_J,14614,TN,31534314,10,32,9
delly,LP_J,758,TN,39419838,10,32,9
delly,LP_J,906,TN,39516788,10,32,9
delly,LP_J,12918,TN,39524272,10,32,9
delly,LP_J,28591,TN,39695317,10,32,9
delly,LP_J,298402,TN,40624625,10,32,9
delly,LP_J,6406,TN,40923255,10,32,9
delly,LP_J,13929,TN,43005071,10,32,9
delly,LP_J,84787,TN,45830088,10,32,9
delly,LP_J,14934,TN,50848527,10,32,9
delly,LP_J,85232,TN,51115167,10,32,9
delly,LP_J,13292,TN,60056828,10,32,9
delly,LP_J,1424,TN,60642339,10,32,9
delly,LP_J,54495,TN,17020543,10000,4,10
delly,LP_J,25540,TN,17146214,10000,4,10
delly,LP_J,18354,TN,17262024,10000,4,10
delly,LP_J,453522,TN,18397327,10000,4,10
delly,LP_J,2165,TN,18924303,10000,4,10
delly,LP_J,14988,TN,21449706,10000,4,10
delly,LP_J,153692,TN,21982402,10000,4,10
delly,LP_J,70698,TN,22651693,10000,4,10
delly,LP_J,149122,TN,23059828,10000,4,10
delly,LP_J,304666,TN,25932717,10000,4,10
delly,LP_J,26100,TN,26243811,10000,4,10
delly,LP_J,735665,TN,26395737,10000,4,10
delly,LP_J,24725,TN,30630106,10000,4,10
delly,LP_J,189227,TN,30662257,10000,4,10
delly,LP_J,104300,TN,31429859,10000,4,10
delly,LP_J,1206,TN,31836411,10000,4,10
delly,LP_J,7199,TN,31841943,10000,4,10
delly,LP_J,163403,TN,32039774,10000,4,10
delly,LP_J,8562,TN,32448967,10000,4,10
delly,LP_J,30565,TN,37586872,10000,4,10
delly,LP_J,174205,TN,37624549,10000,4,10
delly,LP_J,44685,TN,37799196,10000,4,10
delly,LP_J,176075,TN,37844482,10000,4,10
delly,LP_J,46681,TN,38382088,10000,4,10
delly,LP_J,4064,TN,39388318,10000,4,10
delly,LP_J,13755,TN,39398688,10000,4,10
delly,LP_J,772,TN,39419824,10000,4,10
delly,LP_J,12895,TN,39524260,10000,4,10
delly,LP_J,61975,TN,39537863,10000,4,10
delly,LP_J,70959,TN,39607102,10000,4,10
delly,LP_J,2247,TN,39959768,10000,4,10
delly,LP_J,69100,TN,40026702,10000,4,10
delly,LP_J,5168,TN,40096390,10000,4,10
delly,LP_J,102118,TN,40102201,10000,4,10
delly,LP_J,2435,TN,40205371,10000,4,10
delly,LP_J,13936,TN,43005064,10000,4,10
delly,LP_J,46841,TN,44171664,10000,4,10
delly,LP_J,35628,TN,47158953,10000,4,10
delly,LP_J,254341,TN,47695215,10000,4,10
delly,LP_J,23428,TN,47950034,10000,4,10
delly,LP_J,215162,TN,49892722,10000,4,10
delly,LP_J,25233,TN,50601967,10000,4,10
delly,LP_J,11414,TN,50742768,10000,4,10
delly,LP_J,39434,TN,50756288,10000,4,10
delly,LP_J,25325,TN,50865988,10000,4,10
delly,LP_J,16008,TN,51092514,10000,4,10
delly,LP_J,85183,TN,51115210,10000,4,10
delly,LP_J,42715,TN,51906383,10000,4,10
delly,LP_J,14212,TN,52971338,10000,4,10
delly,LP_J,7465,TN,57338125,10000,4,10
delly,LP_J,1286,TN,57346195,10000,4,10
delly,LP_J,81345,TN,57520632,10000,4,10
delly,LP_J,40551,TN,58319298,10000,4,10
delly,LP_J,7961,TN,59213903,10000,4,10
delly,LP_J,71691,TN,59531560,10000,4,10
delly,LP_J,51649,TN,59610511,10000,4,10
delly,LP_J,46751,TN,59767300,10000,4,10
delly,LP_J,4787,TN,59820238,10000,4,10
delly,LP_J,45337,TN,59826681,10000,4,10
delly,LP_J,18868,TN,59999847,10000,4,10
delly,LP_J,31231,TN,60024961,10000,4,10
delly,LP_J,37942,TN,60309635,10000,4,10
delly,LP_J,1425,TN,60642339,10000,4,10
delly,LP_J,6859,TN,60650224,10000,4,10
delly,LP_J,39407,TN,60704806,10000,4,10
delly,LP_J,92683,TN,61021511,10000,4,10
delly,LP_J,2831592,TN,6057659,10000,4,1
delly,LP_J,7962522,TN,8890409,10000,4,1
delly,LP_J,54495,TN,17020543,10000,4,1
delly,LP_J,18314,TN,17262046,10000,4,1
delly,LP_J,9576,TN,17281615,10000,4,1
delly,LP_J,871281,TN,18924309,10000,4,1
delly,LP_J,44057,TN,20095735,10000,4,1
delly,LP_J,14936,TN,21449758,10000,4,1
delly,LP_J,41574,TN,21934505,10000,4,1
delly,LP_J,69657,TN,22336481,10000,4,1
delly,LP_J,70703,TN,22651683,10000,4,1
delly,LP_J,26100,TN,26243811,10000,4,1
delly,LP_J,104361,TN,31429798,10000,4,1
delly,LP_J,7032,TN,31842066,10000,4,1
delly,LP_J,53520,TN,31943820,10000,4,1
delly,LP_J,35435,TN,31997954,10000,4,1
delly,LP_J,163428,TN,32039750,10000,4,1
delly,LP_J,8556,TN,32448967,10000,4,1
delly,LP_J,176079,TN,37844492,10000,4,1
delly,LP_J,7830,TN,38021224,10000,4,1
delly,LP_J,4085,TN,39388318,10000,4,1
delly,LP_J,13782,TN,39398660,10000,4,1
delly,LP_J,738,TN,39419838,10000,4,1
delly,LP_J,12930,TN,39524260,10000,4,1
delly,LP_J,61905,TN,39537802,10000,4,1
delly,LP_J,70898,TN,39607101,10000,4,1
delly,LP_J,7078,TN,39684516,10000,4,1
delly,LP_J,12777,TN,39949302,10000,4,1
delly,LP_J,77304,TN,40018542,10000,4,1
delly,LP_J,5188,TN,40096390,10000,4,1
delly,LP_J,102032,TN,40102288,10000,4,1
delly,LP_J,91537,TN,42463741,10000,4,1
delly,LP_J,13930,TN,43005069,10000,4,1
delly,LP_J,26953,TN,43020087,10000,4,1
delly,LP_J,27791,TN,43047516,10000,4,1
delly,LP_J,46844,TN,44171661,10000,4,1
delly,LP_J,5102,TN,45192071,10000,4,1
delly,LP_J,35589,TN,47158958,10000,4,1
delly,LP_J,254336,TN,47695215,10000,4,1
delly,LP_J,50927,TN,48054707,10000,4,1
delly,LP_J,215038,TN,49892776,10000,4,1
delly,LP_J,40432,TN,50557899,10000,4,1
delly,LP_J,25179,TN,50601956,10000,4,1
delly,LP_J,25162,TN,50865991,10000,4,1
delly,LP_J,15170,TN,50892394,10000,4,1
delly,LP_J,85224,TN,51115169,10000,4,1
delly,LP_J,33785,TN,52725802,10000,4,1
delly,LP_J,78553,TN,52760464,10000,4,1
delly,LP_J,14245,TN,52971306,10000,4,1
delly,LP_J,-1003,TN,57346579,10000,4,1
delly,LP_J,-1064,TN,57348545,10000,4,1
delly,LP_J,21491,TN,57438129,10000,4,1
delly,LP_J,54050,TN,57460185,10000,4,1
delly,LP_J,81340,TN,57520637,10000,4,1
delly,LP_J,7981,TN,59213903,10000,4,1
delly,LP_J,71686,TN,59531560,10000,4,1
delly,LP_J,51649,TN,59610511,10000,4,1
delly,LP_J,46751,TN,59767300,10000,4,1
delly,LP_J,4831,TN,59820238,10000,4,1
delly,LP_J,45338,TN,59826681,10000,4,1
delly,LP_J,18830,TN,59999886,10000,4,1
delly,LP_J,31245,TN,60024946,10000,4,1
delly,LP_J,1425,TN,60642339,10000,4,1
delly,LP_J,6855,TN,60650224,10000,4,1
delly,LP_J,39431,TN,60704782,10000,4,1
delly,LP_J,27458,TN,17146274,10000,4,2
delly,LP_J,18362,TN,17261998,10000,4,2
delly,LP_J,453576,TN,18397273,10000,4,2
delly,LP_J,871289,TN,18924303,10000,4,2
delly,LP_J,63788,TN,21534427,10000,4,2
delly,LP_J,-423,TN,21598753,10000,4,2
delly,LP_J,41684,TN,21934505,10000,4,2
delly,LP_J,153562,TN,21982531,10000,4,2
delly,LP_J,70684,TN,22651707,10000,4,2
delly,LP_J,70951,TN,23548416,10000,4,2
delly,LP_J,19813,TN,26270452,10000,4,2
delly,LP_J,735678,TN,26395735,10000,4,2
delly,LP_J,24617,TN,30630108,10000,4,2
delly,LP_J,189226,TN,30662257,10000,4,2
delly,LP_J,1175,TN,31836460,10000,4,2
delly,LP_J,7232,TN,31841959,10000,4,2
delly,LP_J,53596,TN,31943824,10000,4,2
delly,LP_J,35403,TN,31997954,10000,4,2
delly,LP_J,163428,TN,32039750,10000,4,2
delly,LP_J,8489,TN,32449032,10000,4,2
delly,LP_J,176091,TN,37844466,10000,4,2
delly,LP_J,12711,TN,39949368,10000,4,2
delly,LP_J,5138,TN,40096427,10000,4,2
delly,LP_J,102119,TN,40102201,10000,4,2
delly,LP_J,305054,TN,40624607,10000,4,2
delly,LP_J,23157,TN,42939830,10000,4,2
delly,LP_J,34730,TN,42963687,10000,4,2
delly,LP_J,13929,TN,43005071,10000,4,2
delly,LP_J,26889,TN,43020119,10000,4,2
delly,LP_J,27604,TN,43047555,10000,4,2
delly,LP_J,112815,TN,43239890,10000,4,2
delly,LP_J,46821,TN,44171666,10000,4,2
delly,LP_J,35607,TN,47158974,10000,4,2
delly,LP_J,254342,TN,47695215,10000,4,2
delly,LP_J,23367,TN,47950034,10000,4,2
delly,LP_J,215141,TN,49892743,10000,4,2
delly,LP_J,40439,TN,50557891,10000,4,2
delly,LP_J,25304,TN,50601975,10000,4,2
delly,LP_J,11406,TN,50742775,10000,4,2
delly,LP_J,39547,TN,50756175,10000,4,2
delly,LP_J,32543,TN,50796355,10000,4,2
delly,LP_J,18217,TN,50865988,10000,4,2
delly,LP_J,7022,TN,50884286,10000,4,2
delly,LP_J,15308,TN,50892394,10000,4,2
delly,LP_J,85147,TN,51115221,10000,4,2
delly,LP_J,42791,TN,51906344,10000,4,2
delly,LP_J,2309,TN,51955753,10000,4,2
delly,LP_J,74703,TN,51959020,10000,4,2
delly,LP_J,180217,TN,52035276,10000,4,2
delly,LP_J,86905,TN,52216317,10000,4,2
delly,LP_J,414923,TN,52309657,10000,4,2
delly,LP_J,14244,TN,52971307,10000,4,2
delly,LP_J,7423,TN,57338144,10000,4,2
delly,LP_J,918,TN,57346582,10000,4,2
delly,LP_J,81301,TN,57520632,10000,4,2
delly,LP_J,196979,TN,59224791,10000,4,2
delly,LP_J,51648,TN,59610511,10000,4,2
delly,LP_J,46746,TN,59767306,10000,4,2
delly,LP_J,51764,TN,59820254,10000,4,2
delly,LP_J,18858,TN,59999850,10000,4,2
delly,LP_J,31246,TN,60024946,10000,4,2
delly,LP_J,37882,TN,60309694,10000,4,2
delly,LP_J,1424,TN,60642339,10000,4,2
delly,LP_J,6841,TN,60650242,10000,4,2
delly,LP_J,8702,TN,60829543,10000,4,2
delly,LP_J,24613,TN,61175239,10000,4,2
delly,LP_J,18374,TN,17261995,10000,4,3
delly,LP_J,453553,TN,18397277,10000,4,3
delly,LP_J,2158,TN,18924309,10000,4,3
delly,LP_J,37507,TN,20102304,10000,4,3
delly,LP_J,63792,TN,21534427,10000,4,3
delly,LP_J,15238,TN,21598754,10000,4,3
delly,LP_J,153692,TN,21982402,10000,4,3
delly,LP_J,70705,TN,22651681,10000,4,3
delly,LP_J,149823,TN,23059147,10000,4,3
delly,LP_J,735641,TN,26395754,10000,4,3
delly,LP_J,24732,TN,30630098,10000,4,3
delly,LP_J,189170,TN,30662271,10000,4,3
delly,LP_J,1270,TN,31836364,10000,4,3
delly,LP_J,7216,TN,31841976,10000,4,3
delly,LP_J,53550,TN,31943819,10000,4,3
delly,LP_J,35403,TN,31997954,10000,4,3
delly,LP_J,163428,TN,32039750,10000,4,3
delly,LP_J,167261,TN,32209576,10000,4,3
delly,LP_J,64810,TN,32377042,10000,4,3
delly,LP_J,8561,TN,32448961,10000,4,3
delly,LP_J,174212,TN,37624513,10000,4,3
delly,LP_J,44565,TN,37799270,10000,4,3
delly,LP_J,176106,TN,37844451,10000,4,3
delly,LP_J,411,TN,38021347,10000,4,3
delly,LP_J,7108,TN,38021993,10000,4,3
delly,LP_J,3999,TN,39388437,10000,4,3
delly,LP_J,13755,TN,39398660,10000,4,3
delly,LP_J,761,TN,39419824,10000,4,3
delly,LP_J,12838,TN,39524260,10000,4,3
delly,LP_J,62116,TN,39537802,10000,4,3
delly,LP_J,70903,TN,39607148,10000,4,3
delly,LP_J,10737,TN,39951342,10000,4,3
delly,LP_J,5194,TN,40096383,10000,4,3
delly,LP_J,102104,TN,40102216,10000,4,3
delly,LP_J,305055,TN,40624607,10000,4,3
delly,LP_J,13940,TN,43005060,10000,4,3
delly,LP_J,26953,TN,43020087,10000,4,3
delly,LP_J,27796,TN,43047516,10000,4,3
delly,LP_J,112816,TN,43239890,10000,4,3
delly,LP_J,4709,TN,46545663,10000,4,3
delly,LP_J,254341,TN,47695215,10000,4,3
delly,LP_J,23433,TN,47950034,10000,4,3
delly,LP_J,82744,TN,48433976,10000,4,3
delly,LP_J,1353729,TN,48517146,10000,4,3
delly,LP_J,20237,TN,49871105,10000,4,3
delly,LP_J,215047,TN,49892837,10000,4,3
delly,LP_J,40392,TN,50557939,10000,4,3
delly,LP_J,25227,TN,50601999,10000,4,3
delly,LP_J,11410,TN,50742768,10000,4,3
delly,LP_J,39583,TN,50756164,10000,4,3
delly,LP_J,32736,TN,50796162,10000,4,3
delly,LP_J,25261,TN,50865988,10000,4,3
delly,LP_J,15308,TN,50892394,10000,4,3
delly,LP_J,177259,TN,50908639,10000,4,3
delly,LP_J,16159,TN,51092363,10000,4,3
delly,LP_J,85146,TN,51115237,10000,4,3
delly,LP_J,79671,TN,51820031,10000,4,3
delly,LP_J,42762,TN,51906344,10000,4,3
delly,LP_J,2295,TN,51955743,10000,4,3
delly,LP_J,74713,TN,51959017,10000,4,3
delly,LP_J,414849,TN,52309709,10000,4,3
delly,LP_J,14236,TN,52971314,10000,4,3
delly,LP_J,7470,TN,57338118,10000,4,3
delly,LP_J,81339,TN,57520637,10000,4,3
delly,LP_J,112611,TN,58014484,10000,4,3
delly,LP_J,40659,TN,58319190,10000,4,3
delly,LP_J,7960,TN,59213903,10000,4,3
delly,LP_J,51648,TN,59610511,10000,4,3
delly,LP_J,46750,TN,59767302,10000,4,3
delly,LP_J,4844,TN,59820224,10000,4,3
delly,LP_J,45316,TN,59826681,10000,4,3
delly,LP_J,18830,TN,59999886,10000,4,3
delly,LP_J,31245,TN,60024946,10000,4,3
delly,LP_J,37941,TN,60309635,10000,4,3
delly,LP_J,1332,TN,60642380,10000,4,3
delly,LP_J,6842,TN,60650240,10000,4,3
delly,LP_J,4874,TN,60829508,10000,4,3
delly,LP_J,3693,TN,60834552,10000,4,3
delly,LP_J,24613,TN,61175239,10000,4,3
delly,LP_J,54553,TN,17020487,10000,4,5
delly,LP_J,18370,TN,17261998,10000,4,5
delly,LP_J,20528,TN,17281573,10000,4,5
delly,LP_J,453548,TN,18397277,10000,4,5
delly,LP_J,2146,TN,18924322,10000,4,5
delly,LP_J,44093,TN,20095735,10000,4,5
delly,LP_J,14988,TN,21449706,10000,4,5
delly,LP_J,70677,TN,22651714,10000,4,5
delly,LP_J,149137,TN,23059833,10000,4,5
delly,LP_J,304660,TN,25932694,10000,4,5
delly,LP_J,26075,TN,26243811,10000,4,5
delly,LP_J,735673,TN,26395737,10000,4,5
delly,LP_J,24706,TN,30630098,10000,4,5
delly,LP_J,189227,TN,30662257,10000,4,5
delly,LP_J,104361,TN,31429798,10000,4,5
delly,LP_J,1264,TN,31836364,10000,4,5
delly,LP_J,7232,TN,31841960,10000,4,5
delly,LP_J,53619,TN,31943810,10000,4,5
delly,LP_J,35267,TN,31997955,10000,4,5
delly,LP_J,163416,TN,32039761,10000,4,5
delly,LP_J,8556,TN,32448967,10000,4,5
delly,LP_J,22119,TN,37595319,10000,4,5
delly,LP_J,174256,TN,37624498,10000,4,5
delly,LP_J,44622,TN,37799196,10000,4,5
delly,LP_J,176106,TN,37844465,10000,4,5
delly,LP_J,7830,TN,38021224,10000,4,5
delly,LP_J,10094,TN,39135543,10000,4,5
delly,LP_J,4102,TN,39388319,10000,4,5
delly,LP_J,12901,TN,39524290,10000,4,5
delly,LP_J,62068,TN,39537824,10000,4,5
delly,LP_J,70872,TN,39607100,10000,4,5
delly,LP_J,6907,TN,39684532,10000,4,5
delly,LP_J,28584,TN,39695324,10000,4,5
delly,LP_J,223152,TN,39724037,10000,4,5
delly,LP_J,9842,TN,39949302,10000,4,5
delly,LP_J,2309,TN,39959768,10000,4,5
delly,LP_J,270473,TN,40237917,10000,4,5
delly,LP_J,91560,TN,42463713,10000,4,5
delly,LP_J,13878,TN,43005122,10000,4,5
delly,LP_J,26953,TN,43020087,10000,4,5
delly,LP_J,27754,TN,43047516,10000,4,5
delly,LP_J,46844,TN,44171661,10000,4,5
delly,LP_J,35621,TN,47158953,10000,4,5
delly,LP_J,254342,TN,47695215,10000,4,5
delly,LP_J,23428,TN,47950034,10000,4,5
delly,LP_J,82572,TN,48433976,10000,4,5
delly,LP_J,215109,TN,49892775,10000,4,5
delly,LP_J,40452,TN,50557878,10000,4,5
delly,LP_J,25297,TN,50601975,10000,4,5
delly,LP_J,11348,TN,50742833,10000,4,5
delly,LP_J,177226,TN,50908617,10000,4,5
delly,LP_J,79672,TN,51820031,10000,4,5
delly,LP_J,42800,TN,51906334,10000,4,5
delly,LP_J,2304,TN,51955758,10000,4,5
delly,LP_J,74722,TN,51959020,10000,4,5
delly,LP_J,180213,TN,52035276,10000,4,5
delly,LP_J,86900,TN,52216322,10000,4,5
delly,LP_J,78553,TN,52760464,10000,4,5
delly,LP_J,14244,TN,52971307,10000,4,5
delly,LP_J,40893,TN,55001577,10000,4,5
delly,LP_J,-336,TN,55519103,10000,4,5
delly,LP_J,81345,TN,57520632,10000,4,5
delly,LP_J,51649,TN,59610511,10000,4,5
delly,LP_J,46601,TN,59767316,10000,4,5
delly,LP_J,51794,TN,59820224,10000,4,5
delly,LP_J,18797,TN,59999919,10000,4,5
delly,LP_J,31180,TN,60025011,10000,4,5
delly,LP_J,37940,TN,60309635,10000,4,5
delly,LP_J,1388,TN,60642339,10000,4,5
delly,LP_J,6733,TN,60650350,10000,4,5
delly,LP_J,92693,TN,61021511,10000,4,5
delly,LP_J,18337,TN,17261995,10000,4,6
delly,LP_J,44093,TN,20095735,10000,4,6
delly,LP_J,42489,TN,20144377,10000,4,6
delly,LP_J,101338,TN,20186915,10000,4,6
delly,LP_J,153544,TN,21982463,10000,4,6
delly,LP_J,70679,TN,22651707,10000,4,6
delly,LP_J,304689,TN,25932694,10000,4,6
delly,LP_J,26068,TN,26243811,10000,4,6
delly,LP_J,19843,TN,26270421,10000,4,6
delly,LP_J,295208,TN,28930437,10000,4,6
delly,LP_J,1090,TN,31836510,10000,4,6
delly,LP_J,7199,TN,31841992,10000,4,6
delly,LP_J,53596,TN,31943832,10000,4,6
delly,LP_J,35261,TN,31997959,10000,4,6
delly,LP_J,163417,TN,32039761,10000,4,6
delly,LP_J,8489,TN,32448961,10000,4,6
delly,LP_J,7985,TN,37586872,10000,4,6
delly,LP_J,22039,TN,37595398,10000,4,6
delly,LP_J,174257,TN,37624497,10000,4,6
delly,LP_J,44648,TN,37799196,10000,4,6
delly,LP_J,176010,TN,37844547,10000,4,6
delly,LP_J,7833,TN,38021221,10000,4,6
delly,LP_J,116941,TN,39014517,10000,4,6
delly,LP_J,10185,TN,39135475,10000,4,6
delly,LP_J,4054,TN,39388325,10000,4,6
delly,LP_J,13769,TN,39398673,10000,4,6
delly,LP_J,12882,TN,39524260,10000,4,6
delly,LP_J,62054,TN,39537863,10000,4,6
delly,LP_J,70845,TN,39607140,10000,4,6
delly,LP_J,1976,TN,39949312,10000,4,6
delly,LP_J,10617,TN,39951342,10000,4,6
delly,LP_J,69029,TN,40026702,10000,4,6
delly,LP_J,5166,TN,40096363,10000,4,6
delly,LP_J,101882,TN,40102288,10000,4,6
delly,LP_J,305031,TN,40624630,10000,4,6
delly,LP_J,120895,TN,41527054,10000,4,6
